POS,AGE,EXP,TEAM,GP,MIN,FGM,FGA,FG_PERCENT,x3PM,x3PA,x3P_PERCENT,FTM,FTA,FT_PERCENT,AST,STL,BLK,TOV,PF,PTS
PF,24,2,DET,52,1199,120,288,0.417,74,203,0.365,32,39,0.821,41,28,28,30,103,346
PF,23,1,CLE,13,84,12,28,0.429,3,8,0.375,4,4,1,3,4,3,1,8,31
PF,24,4,SAS,42,474,67,155,0.432,18,60,0.3,20,41,0.488,38,18,7,31,53,172
C,21,3,DET,50,1414,195,441,0.442,67,205,0.327,110,149,0.738,70,20,34,68,133,567
PF,21,2,WAS,6,61,3,18,0.167,1,10,0.1,2,2,1,4,1,0,2,4,9
PG,34,13,DEN,43,398,52,131,0.397,2,12,0.167,2,4,0.5,100,8,7,44,33,108
SF,28,2,PHO,60,915,84,227,0.37,57,173,0.329,26,31,0.839,53,38,22,22,117,251
C,25,7,LAC,76,2170,326,514,0.634,0,2,0,166,238,0.697,77,29,98,117,219,818
PG,20,1,BOS,12,66,8,19,0.421,2,7,0.286,1,2,0.5,11,2,2,4,5,19
PF,20,2,CHO,69,969,95,238,0.399,39,123,0.317,33,47,0.702,36,22,23,44,66,262
PG,23,4,MEM,61,1948,566,1214,0.466,92,300,0.307,372,497,0.748,493,66,16,206,100,1596
PF,32,9,GSW,57,797,136,252,0.54,42,111,0.378,52,67,0.776,51,25,23,52,105,366
C,35,15,DAL,42,355,80,125,0.64,2,5,0.4,24,41,0.585,11,4,26,36,54,186
PF,19,1,HOU,79,2451,364,892,0.408,120,391,0.307,162,206,0.786,101,43,74,104,227,1010
SF,20,1,POR,56,619,83,198,0.419,16,56,0.286,34,45,0.756,34,10,13,29,69,216
SF,25,1,DEN,17,66,8,19,0.421,3,9,0.333,2,3,0.667,4,3,2,2,9,21
PG,24,1,MEM,1,41,1,3,0.333,1,3,0.333,0,0,NA,7,3,0,2,3,3
SG,20,1,DAL,48,708,146,333,0.438,63,156,0.404,65,79,0.823,65,17,7,46,64,420
SG,20,1,DET,74,2304,409,983,0.416,120,350,0.343,266,356,0.747,387,61,17,237,242,1204
SF,22,3,MIN,79,2416,370,716,0.517,107,269,0.398,106,144,0.736,148,74,76,112,272,953
SG,20,2,PHI,16,89,17,35,0.486,2,5,0.4,6,8,0.75,8,7,3,3,15,42
SF,32,11,MIL,18,340,45,94,0.479,24,55,0.436,10,12,0.833,27,12,6,7,27,124
SF,27,3,HOU,31,677,110,229,0.48,13,46,0.283,50,69,0.725,84,21,7,47,106,283
PF,21,1,MEM,35,414,37,95,0.389,24,71,0.338,7,9,0.778,21,12,4,18,49,105
C,27,7,TOT,72,1906,389,618,0.629,0,1,0,119,201,0.592,197,66,86,125,195,897
C,27,7,SAS,46,1199,239,388,0.616,0,1,0,78,129,0.605,141,36,52,96,118,556
C,27,7,TOR,26,707,150,230,0.652,0,0,NA,41,72,0.569,56,30,34,29,77,341
PG,26,5,NYK,68,2379,587,1195,0.491,134,322,0.416,325,392,0.829,421,61,15,142,152,1633
C,19,1,DET,67,1670,258,398,0.648,0,2,0,96,157,0.611,75,44,59,92,182,612
SG,20,2,HOU,76,2602,566,1358,0.417,187,554,0.338,364,463,0.786,281,59,18,200,131,1683
SF,21,2,ATL,70,1042,158,322,0.491,30,104,0.288,49,78,0.628,83,38,34,41,113,395
SF,25,4,TOT,80,1913,281,617,0.455,77,232,0.332,116,138,0.841,130,83,34,93,209,755
SF,25,4,CHO,56,1494,221,494,0.447,65,202,0.322,88,104,0.846,111,66,29,80,158,595
SF,25,4,PHI,24,419,60,123,0.488,12,30,0.4,28,34,0.824,19,17,5,13,51,160
PF,22,3,IND,68,1279,242,508,0.476,54,191,0.283,104,137,0.759,66,21,60,72,153,642
PG,21,2,ORL,53,1246,186,444,0.419,66,202,0.327,86,119,0.723,155,67,27,94,120,524
SG,21,1,OKC,75,2276,414,794,0.521,73,205,0.356,155,191,0.812,248,103,35,123,191,1056
SF,23,1,MIA,18,240,37,66,0.561,7,20,0.35,17,22,0.773,12,11,1,6,21,98
PG,25,6,DEN,65,2133,473,1041,0.454,172,432,0.398,180,216,0.833,400,66,16,145,103,1298
PG,23,1,TOT,5,71,6,14,0.429,2,6,0.333,1,2,0.5,4,4,2,4,6,15
PG,23,1,MIA,4,65,6,13,0.462,2,5,0.4,1,2,0.5,4,4,2,4,5,15
PG,23,1,WAS,1,6,0,1,0,0,1,0,0,0,NA,0,0,0,0,1,0
SG,22,2,CHO,34,515,69,193,0.358,33,109,0.303,20,30,0.667,41,14,5,32,49,191
PG,33,14,PHI,58,2135,371,842,0.441,161,418,0.385,313,361,0.867,618,71,31,195,112,1216
PF,35,14,IND,18,162,22,49,0.449,3,15,0.2,4,8,0.5,15,7,6,8,32,51
C,21,2,TOT,45,867,189,339,0.558,4,20,0.2,68,97,0.701,30,7,27,51,108,450
C,21,2,GSW,21,262,59,94,0.628,1,2,0.5,26,38,0.684,14,3,7,14,39,145
C,21,2,DET,24,605,130,245,0.531,3,18,0.167,42,59,0.712,16,4,20,37,69,305
SG,22,2,OKC,6,77,15,32,0.469,7,14,0.5,0,0,NA,8,5,0,5,5,37
SG,23,1,DET,14,198,17,44,0.386,5,20,0.25,6,6,1,4,4,1,3,23,45
C,23,5,MEM,63,1787,416,822,0.506,100,282,0.355,241,306,0.788,60,65,189,107,227,1173
PF,23,5,TOT,78,1879,247,451,0.548,29,90,0.322,96,139,0.691,184,83,21,97,190,619
PF,23,5,UTA,52,1254,173,311,0.556,19,57,0.333,67,102,0.657,142,53,15,68,133,432
PF,23,5,LAL,26,625,74,140,0.529,10,33,0.303,29,37,0.784,42,30,6,29,57,187
PF,26,3,UTA,4,39,8,14,0.571,4,9,0.444,2,2,1,3,0,2,2,3,22
C,24,6,CLE,68,2220,403,626,0.644,1,10,0.1,162,221,0.733,113,54,84,93,153,969
SG,23,4,ATL,10,137,17,43,0.395,1,12,0.083,9,13,0.692,6,6,2,7,14,44
PG,23,1,LAC,14,124,18,41,0.439,5,18,0.278,0,2,0,27,2,0,10,7,41
SG,29,4,CHI,32,480,61,108,0.565,13,35,0.371,30,45,0.667,23,24,21,20,52,165
C,22,4,NOP,47,610,86,156,0.551,3,29,0.103,58,83,0.699,34,20,19,31,67,233
C,24,2,WAS,7,95,15,25,0.6,6,12,0.5,15,16,0.938,10,3,4,5,15,51
SG,22,3,ORL,2,30,5,7,0.714,2,2,1,1,2,0.5,1,2,0,3,2,13
SF,26,7,BOS,67,2405,679,1383,0.491,163,487,0.335,263,344,0.765,232,75,26,197,172,1784
SG,23,4,MIN,65,1252,280,625,0.448,67,232,0.289,77,99,0.778,132,42,5,65,101,704
PF,20,1,OKC,49,914,102,234,0.436,46,113,0.407,38,54,0.704,76,28,12,37,111,288
PF,24,6,BOS,74,2732,727,1559,0.466,240,686,0.35,531,622,0.854,342,78,51,213,160,2225
SG,23,1,POR,5,127,24,39,0.615,3,8,0.375,2,3,0.667,10,3,2,4,13,53
PG,25,2,TOR,25,259,25,57,0.439,5,16,0.313,6,9,0.667,31,9,3,5,13,61
PF,36,15,DEN,56,1091,160,328,0.488,30,104,0.288,87,117,0.744,69,18,17,46,99,437
PF,28,9,POR,63,2246,434,913,0.475,144,359,0.401,278,342,0.813,150,51,53,116,152,1290
PF,22,2,OKC,43,814,110,248,0.444,37,111,0.333,35,42,0.833,43,24,11,19,71,292
PF,19,1,SAS,56,1458,250,552,0.453,33,134,0.246,81,116,0.698,142,43,23,97,138,614
C,24,2,NYK,52,812,83,107,0.776,0,1,0,12,16,0.75,25,15,28,27,96,178
PG,27,5,MIL,81,1810,239,565,0.423,142,337,0.421,31,38,0.816,197,66,29,78,158,651
SF,33,12,MIA,64,2138,479,888,0.539,36,103,0.35,472,555,0.85,340,117,21,101,80,1466
C,27,2,PHO,69,979,178,337,0.528,21,84,0.25,79,105,0.752,68,16,30,59,126,456
SG,31,9,BRK,74,1527,201,440,0.457,142,333,0.426,18,28,0.643,101,34,13,41,140,562
SF,35,9,MIL,46,1044,108,248,0.435,83,203,0.409,18,21,0.857,150,33,6,55,74,317
SF,23,2,TOR,9,50,3,14,0.214,3,12,0.25,0,0,NA,3,0,0,1,3,9
C,28,7,PHI,66,2284,728,1328,0.548,66,200,0.33,661,771,0.857,274,66,112,226,205,2183
C,20,1,POR,19,221,17,53,0.321,8,35,0.229,3,4,0.75,11,7,9,1,22,45
PF,25,6,ATL,71,2130,359,707,0.508,70,240,0.292,143,178,0.803,85,42,73,79,220,931
SG,26,4,MEM,72,1494,138,320,0.431,60,177,0.339,28,36,0.778,100,77,25,37,112,364
PG,32,11,LAC,34,755,138,338,0.408,33,109,0.303,77,113,0.681,178,27,12,80,59,386
SG,20,1,WAS,28,423,66,171,0.386,17,70,0.243,14,27,0.519,28,10,8,16,48,163
SF,21,1,UTA,18,232,35,104,0.337,15,63,0.238,2,4,0.5,8,4,3,3,13,87
C,30,11,NOP,79,1968,446,816,0.547,38,109,0.349,185,224,0.826,140,20,52,159,245,1115
PF,25,4,ORL,11,124,22,53,0.415,6,15,0.4,5,9,0.556,6,14,4,4,5,55
PF,20,2,GSW,67,1394,261,497,0.525,54,146,0.37,90,138,0.652,125,41,31,95,157,666
SG,30,9,UTA,61,1988,458,1031,0.444,155,459,0.338,200,245,0.816,270,33,13,186,120,1271
PG,24,2,WAS,62,1106,158,353,0.448,38,118,0.322,53,69,0.768,168,58,26,57,95,407
SF,21,1,SAS,9,83,9,28,0.321,3,15,0.2,7,9,0.778,11,1,0,7,6,28
PG,26,4,MIN,43,678,61,145,0.421,24,78,0.308,15,18,0.833,148,32,4,33,28,161
SF,24,3,TOT,62,1188,194,445,0.436,86,211,0.408,68,86,0.791,88,24,14,66,74,542
SF,24,3,MIL,38,597,76,197,0.386,40,102,0.392,37,43,0.86,38,12,7,34,34,229
SF,24,3,IND,24,591,118,248,0.476,46,109,0.422,31,43,0.721,50,12,7,32,40,313
PG,23,4,GSW,82,2458,550,1278,0.43,214,637,0.336,361,415,0.87,369,63,21,252,214,1675
SF,24,2,WAS,2,6,1,2,0.5,1,1,1,0,0,NA,1,1,0,0,1,3
PG,24,2,NOP,61,1310,201,489,0.411,83,247,0.336,65,80,0.813,186,67,10,81,125,550
SG,21,2,HOU,64,786,153,329,0.465,21,89,0.236,45,60,0.75,73,33,15,60,59,372
SG,20,2,OKC,76,2367,539,1118,0.482,76,234,0.325,106,145,0.731,469,57,31,211,143,1260
SG,22,3,DAL,60,1539,205,382,0.537,68,169,0.402,68,94,0.723,103,42,5,72,156,546
SF-SG,27,6,TOT,76,2454,275,520,0.529,61,164,0.372,132,176,0.75,290,88,21,117,195,743
SF,27,6,POR,51,1704,183,363,0.504,34,112,0.304,87,119,0.731,200,54,9,79,133,487
SG,27,6,NYK,25,750,92,157,0.586,27,52,0.519,45,57,0.789,90,34,12,38,62,256
SF,20,1,MIN,15,96,18,36,0.5,2,6,0.333,8,8,1,5,4,6,3,10,46
SG,24,5,PHO,72,1350,162,414,0.391,66,197,0.335,139,192,0.724,105,56,34,63,114,529
SG,29,8,TOT,65,1530,239,554,0.431,107,293,0.365,69,81,0.852,174,69,20,86,117,654
SG,29,8,SAS,42,997,177,406,0.436,74,207,0.357,53,60,0.883,137,40,11,63,70,481
SG,29,8,NOP,23,533,62,148,0.419,33,86,0.384,16,21,0.762,37,29,9,23,47,173
SG,20,2,SAS,4,93,9,26,0.346,3,12,0.25,7,9,0.778,18,1,2,11,8,28
PG,32,14,MIL,67,2183,490,1023,0.479,158,411,0.384,152,177,0.859,495,79,25,197,116,1290
SF,29,4,TOT,52,700,64,143,0.448,8,43,0.186,19,24,0.792,65,16,10,34,80,155
SF,29,4,LAL,30,365,33,66,0.5,4,20,0.2,11,15,0.733,25,10,7,17,46,81
SF,29,4,UTA,22,335,31,77,0.403,4,23,0.174,8,9,0.889,40,6,3,17,34,74
PF,27,7,TOR,42,614,48,114,0.421,17,67,0.254,9,16,0.563,25,16,6,15,43,122
SF,21,1,TOT,17,320,59,130,0.454,33,82,0.402,14,17,0.824,10,6,5,11,26,165
SF,21,1,PHI,2,7,0,2,0,0,1,0,0,0,NA,0,1,0,0,0,0
SF,21,1,SAS,15,313,59,128,0.461,33,81,0.407,14,17,0.824,10,5,5,11,26,165
PF,28,9,NYK,77,2737,658,1432,0.459,218,636,0.343,402,531,0.757,316,49,21,216,233,1936
SF,21,2,TOT,5,34,5,15,0.333,1,5,0.2,0,0,NA,4,1,0,0,2,11
SF,21,2,TOR,3,11,3,3,1,0,0,NA,0,0,NA,1,0,0,0,1,6
SF,21,2,BOS,2,23,2,12,0.167,1,5,0.2,0,0,NA,3,1,0,0,1,5
SG,33,10,TOT,46,706,77,204,0.377,46,143,0.322,5,8,0.625,41,19,19,22,68,205
SG,33,10,ATL,28,411,48,125,0.384,30,87,0.345,0,0,NA,25,5,10,12,37,126
SG,33,10,DAL,18,295,29,79,0.367,16,56,0.286,5,8,0.625,16,14,9,10,31,79
SF,27,6,BOS,23,107,7,27,0.259,5,20,0.25,1,2,0.5,9,4,4,2,7,20
SF,23,1,POR,4,89,7,23,0.304,3,12,0.25,0,1,0,4,2,5,4,9,17
SF,26,8,POR,29,776,81,198,0.409,14,45,0.311,20,28,0.714,98,30,11,43,89,196
C,28,9,POR,52,1391,262,505,0.519,43,119,0.361,127,192,0.661,149,43,44,119,185,694
PF,23,4,SAC,35,248,16,38,0.421,7,21,0.333,7,8,0.875,13,7,7,7,39,46
C,22,2,CHO,46,550,67,120,0.558,4,19,0.211,19,26,0.731,15,17,30,31,65,157
PF,27,8,MIN,29,957,212,428,0.495,60,164,0.366,118,135,0.874,140,20,17,86,111,602
SF,31,11,LAC,52,1748,446,871,0.512,104,250,0.416,243,279,0.871,204,72,28,88,84,1239
SF,22,1,SAC,80,2382,354,782,0.453,206,501,0.411,62,81,0.765,98,61,42,60,162,976
SF,27,5,SAS,67,1452,236,465,0.508,56,142,0.394,119,150,0.793,103,46,20,56,63,647
SF,23,4,SAS,63,2063,503,1113,0.452,134,407,0.329,245,327,0.749,183,46,11,134,125,1385
C,31,10,UTA,68,1942,278,557,0.499,93,236,0.394,198,232,0.853,252,60,37,168,232,847
SF,27,8,CHO,48,1548,353,819,0.431,108,339,0.319,158,208,0.76,54,68,18,64,141,972
PG,32,12,DAL,9,144,24,57,0.421,7,28,0.25,17,21,0.81,19,2,2,4,11,72
SG,19,1,IND,6,40,4,7,0.571,0,1,0,1,2,0.5,3,4,0,2,9,9
SG-PG,27,3,TOT,70,964,191,450,0.424,79,223,0.354,35,41,0.854,90,28,7,66,66,496
SG,27,3,LAL,39,528,102,251,0.406,41,126,0.325,17,21,0.81,34,11,3,31,35,262
PG,27,3,WAS,31,436,89,199,0.447,38,97,0.392,18,20,0.9,56,17,4,35,31,234
PG,20,1,MEM,36,281,35,83,0.422,2,15,0.133,6,13,0.462,58,12,5,18,15,78
PF,20,1,MEM,24,176,49,93,0.527,6,17,0.353,16,27,0.593,20,5,2,12,28,120
PF,28,5,OKC,53,1206,179,346,0.517,50,134,0.373,17,39,0.436,105,45,14,32,112,425
SG,29,10,DEN,76,2381,292,632,0.462,135,319,0.423,103,125,0.824,183,112,35,86,145,822
SF,22,3,HOU,82,2292,410,720,0.569,68,216,0.315,151,222,0.68,123,41,30,91,147,1039
SG,23,1,SAC,16,71,7,16,0.438,6,12,0.5,4,7,0.571,6,5,1,1,10,24
SG,20,2,POR,40,416,67,178,0.376,28,81,0.346,27,41,0.659,59,19,6,43,43,189
SF,22,2,TOT,36,385,36,93,0.387,17,55,0.309,11,15,0.733,23,14,6,13,40,100
SF,22,2,BRK,14,79,6,24,0.25,2,12,0.167,1,2,0.5,2,3,1,4,3,15
SF,22,2,SAC,22,306,30,69,0.435,15,43,0.349,10,13,0.769,21,11,5,9,37,85
PF-SF,34,15,TOT,47,1672,483,862,0.56,93,230,0.404,307,334,0.919,235,34,67,156,99,1366
PF,34,15,BRK,39,1403,410,734,0.559,71,189,0.376,267,286,0.934,207,32,57,136,92,1158
SF,34,15,PHO,8,269,73,128,0.57,22,41,0.537,40,48,0.833,28,2,10,20,7,208
SG,24,5,SAC,75,2203,420,866,0.485,205,510,0.402,95,131,0.725,221,80,24,97,181,1140
PF-SF,23,5,TOT,63,952,152,332,0.458,65,186,0.349,46,60,0.767,33,24,12,50,95,415
PF,23,5,DET,42,593,84,179,0.469,43,116,0.371,26,33,0.788,15,14,12,32,74,237
SF,23,5,POR,21,359,68,153,0.444,22,70,0.314,20,27,0.741,18,10,0,18,21,178
PF,34,15,TOT,62,1240,165,424,0.389,99,296,0.334,80,91,0.879,116,16,12,70,97,509
PF,34,15,CLE,41,821,111,285,0.389,69,195,0.354,56,63,0.889,76,7,7,47,65,347
PF,34,15,MIA,21,419,54,139,0.388,30,101,0.297,24,28,0.857,40,9,5,23,32,162
PG,22,4,HOU,59,2024,391,884,0.442,141,385,0.366,207,264,0.784,338,82,17,188,156,1130
SG,25,1,ORL,34,457,47,107,0.439,16,43,0.372,31,41,0.756,16,17,5,21,53,141
C,26,8,GSW,82,1958,242,384,0.63,0,1,0,94,155,0.606,207,52,50,45,225,578
C,30,6,TOR,20,162,19,32,0.594,1,2,0.5,4,5,0.8,7,5,5,8,24,43
SF,31,11,MIL,33,801,177,406,0.436,51,162,0.315,92,102,0.902,163,23,5,71,68,497
PG,21,3,DET,76,2154,307,815,0.377,80,286,0.28,92,112,0.821,470,104,28,173,219,786
PG,21,3,NOP,25,235,40,88,0.455,15,34,0.441,19,22,0.864,23,10,2,10,24,114
SG,32,10,GSW,69,2279,546,1252,0.436,301,731,0.412,116,132,0.879,163,49,29,123,130,1509
PG,25,3,CHO,5,28,1,6,0.167,1,5,0.2,2,2,1,5,0,2,1,0,5
PG,28,7,UTA,22,568,116,216,0.537,17,36,0.472,41,53,0.774,124,25,10,35,58,290
C,27,7,WAS,65,2120,507,1018,0.498,137,356,0.385,354,416,0.851,174,58,100,137,196,1505
PF,29,9,MIN,69,1957,252,495,0.509,43,105,0.41,100,136,0.735,335,78,63,103,146,647
PF,27,6,WAS,64,2239,512,1142,0.448,160,481,0.333,173,237,0.73,239,36,29,190,145,1357
PG,36,17,MIA,55,1718,196,485,0.404,107,310,0.345,116,135,0.859,281,57,21,103,143,615
PG,30,12,TOT,60,2241,594,1203,0.494,188,496,0.379,247,273,0.905,331,66,45,128,165,1623
PG,30,12,BRK,40,1478,398,819,0.486,130,348,0.374,158,179,0.883,211,41,33,91,109,1084
PG,30,12,DAL,20,763,196,384,0.51,58,148,0.392,89,94,0.947,120,25,12,37,56,539
PG,21,3,CHO,36,1268,296,721,0.411,144,383,0.376,102,122,0.836,304,46,11,129,118,838
PF,25,3,CLE,62,1120,129,288,0.448,30,95,0.316,40,57,0.702,33,27,19,27,79,328
SG,25,5,PHO,40,807,113,300,0.377,75,199,0.377,45,51,0.882,93,26,5,36,61,346
PF,30,8,NOP,65,1381,186,305,0.61,14,42,0.333,55,79,0.696,119,56,37,42,133,441
SF,25,6,UTA,66,2273,571,1145,0.499,200,511,0.391,349,399,0.875,123,42,38,127,137,1691
PF,38,20,LAL,55,1954,609,1219,0.5,121,377,0.321,251,327,0.768,375,50,32,178,88,1590
SG,22,2,UTA,14,68,3,20,0.15,0,4,0,0,0,NA,7,3,1,7,10,6
SG,22,1,GSW,4,18,2,5,0.4,2,4,0.5,4,6,0.667,2,1,0,5,0,10
PG,24,2,MIL,7,87,18,37,0.486,6,18,0.333,8,9,0.889,14,0,2,12,7,50
SG,25,2,OKC,41,531,70,178,0.393,58,162,0.358,16,20,0.8,28,14,11,10,42,214
SG,24,5,LAL,56,1297,236,527,0.448,91,249,0.365,91,106,0.858,64,30,17,46,71,654
SF,23,4,PHI,1,29,8,13,0.615,4,8,0.5,0,1,0,2,1,0,2,4,20
SG,23,4,OKC,74,2272,339,873,0.388,135,409,0.33,200,259,0.772,154,75,23,92,243,1013
PG,23,5,DAL,66,2391,719,1449,0.496,185,541,0.342,515,694,0.742,529,90,33,236,166,2138
C,24,2,MIN,28,243,63,116,0.543,14,39,0.359,41,52,0.788,18,3,2,14,43,181
PF,23,3,UTA,7,161,26,57,0.456,8,31,0.258,9,13,0.692,15,6,2,10,17,69
SG,26,6,TOT,59,1315,188,382,0.492,133,269,0.494,37,39,0.949,91,32,5,46,82,546
SG,26,6,LAC,35,725,98,211,0.464,59,132,0.447,19,20,0.95,37,19,4,30,47,274
SG,26,6,MEM,24,590,90,171,0.526,74,137,0.54,18,19,0.947,54,13,1,16,35,272
C,27,6,BOS,69,804,113,170,0.665,3,13,0.231,32,39,0.821,53,11,46,25,81,261
SG,24,2,PHI,2,41,9,20,0.45,4,11,0.364,3,5,0.6,9,0,0,3,3,25
PG,24,3,TOR,53,691,87,242,0.36,47,133,0.353,25,33,0.758,70,21,4,25,65,246
SF,19,1,SAS,66,1550,269,611,0.44,77,255,0.302,58,70,0.829,127,33,7,76,115,673
PG,30,7,BOS,67,1744,354,732,0.484,132,297,0.444,160,184,0.87,248,45,18,98,109,1000
SF,27,2,CHI,5,9,2,4,0.5,1,3,0.333,0,0,NA,0,0,0,0,1,5
SG,26,7,TOT,81,2093,370,937,0.395,235,658,0.357,50,65,0.769,124,65,9,90,107,1025
SG,26,7,UTA,55,1472,265,669,0.396,169,471,0.359,37,44,0.841,93,44,8,60,75,736
SG,26,7,LAL,26,621,105,268,0.392,66,187,0.353,13,21,0.619,31,21,1,30,32,289
SG,24,6,SAC,77,1719,357,796,0.448,143,398,0.359,184,207,0.889,298,49,20,146,125,1041
PF,26,3,CLE,22,176,24,50,0.48,7,21,0.333,2,2,1,8,4,9,12,26,57
SF,22,1,MIL,52,701,96,243,0.395,47,142,0.331,27,37,0.73,35,21,7,45,71,266
PF,33,12,LAC,65,1825,274,643,0.426,112,308,0.364,68,87,0.782,114,42,21,56,136,728
PG,28,9,BOS,61,1957,250,602,0.415,115,342,0.336,88,118,0.746,382,93,23,143,172,703
C,21,1,CHO,43,828,160,251,0.637,0,0,NA,67,97,0.691,18,28,45,40,94,387
PG,24,6,ORL,60,1778,349,679,0.514,27,87,0.31,112,143,0.783,341,87,26,139,131,837
PF,33,12,TOT,35,355,47,115,0.409,28,71,0.394,10,10,1,31,9,5,18,48,132
PF,33,12,BRK,27,285,33,82,0.402,20,49,0.408,10,10,1,25,8,5,14,33,96
PF,33,12,DAL,8,70,14,33,0.424,8,22,0.364,0,0,NA,6,1,0,4,15,36
C,23,2,CHI,7,20,2,7,0.286,1,4,0.25,1,2,0.5,0,0,0,0,5,6
C,23,5,DET,42,990,202,382,0.529,19,66,0.288,81,108,0.75,36,19,30,46,81,504
C,32,10,TOT,79,2054,329,484,0.68,0,0,NA,199,313,0.636,245,46,47,117,217,857
C,32,10,CHO,56,1597,265,396,0.669,0,0,NA,155,256,0.605,205,35,35,87,161,685
C,32,10,LAC,23,457,64,88,0.727,0,0,NA,44,57,0.772,40,11,12,30,56,172
SG,25,4,TOT,71,1200,110,253,0.435,54,148,0.365,19,28,0.679,53,83,32,24,113,293
SG,25,4,PHI,49,591,50,116,0.431,21,63,0.333,9,12,0.75,23,45,14,8,65,130
SG,25,4,POR,22,609,60,137,0.438,33,85,0.388,10,16,0.625,30,38,18,16,48,163
SF,25,2,TOT,34,310,40,108,0.37,32,84,0.381,10,12,0.833,16,5,1,7,27,122
SF,25,2,LAL,12,129,15,49,0.306,13,35,0.371,4,5,0.8,4,2,0,3,14,47
SF,25,2,MIN,22,181,25,59,0.424,19,49,0.388,6,7,0.857,12,3,1,4,13,75
PG,32,9,SAC,32,213,17,50,0.34,9,27,0.333,4,7,0.571,41,7,0,10,20,47
SG,19,1,LAL,41,512,44,106,0.415,26,62,0.419,14,16,0.875,21,9,7,13,33,128
SF,26,4,MIA,80,2272,324,790,0.41,197,563,0.35,78,89,0.876,171,42,12,70,166,923
C,31,6,DAL,37,930,77,169,0.456,39,112,0.348,27,38,0.711,52,12,30,27,85,220
PG,24,2,DAL,27,335,46,98,0.469,9,28,0.321,13,19,0.684,58,8,5,19,24,114
C,30,10,MIL,9,114,14,29,0.483,7,18,0.389,8,9,0.889,1,2,0,6,16,43
PF,25,3,BOS,4,36,2,7,0.286,0,3,0,2,2,1,0,2,0,1,3,6
PF,24,2,UTA,7,52,10,15,0.667,4,7,0.571,0,0,NA,4,1,0,2,5,24
PG,31,9,ORL,4,44,6,14,0.429,1,3,0.333,4,7,0.571,7,1,1,4,5,17
PF,20,1,PHI,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0
SF,24,4,DEN,62,1798,398,817,0.487,188,454,0.414,96,120,0.8,65,37,29,68,119,1080
SF,26,5,TOT,83,2963,593,1267,0.468,169,442,0.382,316,353,0.895,273,91,61,127,159,1671
SF,26,5,PHO,56,2040,354,764,0.463,101,261,0.387,156,174,0.897,201,65,45,78,115,965
SF,26,5,BRK,27,923,239,503,0.475,68,181,0.376,160,179,0.894,72,26,16,49,44,706
PG,35,16,TOT,67,2029,261,610,0.428,135,351,0.385,141,169,0.834,450,73,14,103,139,798
PG,35,16,UTA,43,1276,153,375,0.408,77,213,0.362,78,96,0.813,330,44,10,74,94,461
PG,35,16,MIN,24,753,108,235,0.46,58,138,0.42,63,73,0.863,120,29,4,29,45,337
C,31,10,TOT,63,945,131,292,0.449,81,207,0.391,40,52,0.769,50,15,24,23,98,383
C,31,10,OKC,43,622,89,203,0.438,56,142,0.394,31,39,0.795,38,11,19,14,70,265
C,31,10,BOS,20,323,42,89,0.472,25,65,0.385,9,13,0.692,12,4,5,9,28,118
PG,22,2,NYK,64,760,77,215,0.358,40,134,0.299,28,42,0.667,72,37,8,25,60,222
C,24,5,NYK,59,1591,188,280,0.671,0,0,NA,59,122,0.484,53,56,109,41,160,435
C,24,5,TOT,49,769,117,241,0.485,48,124,0.387,41,62,0.661,46,13,43,30,105,323
C,24,5,ORL,40,681,106,214,0.495,43,108,0.398,35,51,0.686,42,12,38,22,86,290
C,24,5,LAL,9,88,11,27,0.407,5,16,0.313,6,11,0.545,4,1,5,8,19,33
PG,27,6,WAS,62,1695,247,515,0.48,78,204,0.382,64,77,0.831,326,43,13,60,75,636
C,29,8,PHI,57,681,125,209,0.598,0,6,0,70,101,0.693,33,17,25,35,75,320
C,25,5,ORL,57,1109,198,396,0.5,51,163,0.313,153,182,0.841,84,37,13,68,136,600
C,23,4,TOT,36,294,61,96,0.635,0,0,NA,33,72,0.458,4,4,14,15,39,155
C,23,4,LAC,34,288,61,96,0.635,0,0,NA,33,72,0.458,4,3,14,14,38,155
C,23,4,BRK,2,6,0,0,NA,0,0,NA,0,0,NA,0,1,0,1,1,0
SG,20,2,GSW,63,817,108,227,0.476,49,135,0.363,37,53,0.698,51,18,7,34,54,302
PF,21,1,LAC,22,195,24,47,0.511,1,2,0.5,10,16,0.625,4,7,8,9,15,59
C,26,8,IND,62,1825,402,733,0.548,93,249,0.373,216,276,0.783,89,36,140,103,215,1113
SF,25,3,NOP,77,1792,247,571,0.433,66,218,0.303,138,175,0.789,189,54,14,97,113,698
SF,22,4,POR,54,976,134,303,0.442,58,158,0.367,33,46,0.717,50,20,20,36,66,359
PF,25,3,MIN,38,291,46,81,0.568,8,22,0.364,39,57,0.684,13,10,6,21,41,139
C,23,4,MIN,68,1251,310,577,0.537,75,217,0.346,86,127,0.677,77,42,53,92,176,781
C,23,2,SAC,5,29,6,9,0.667,0,0,NA,0,2,0,1,0,2,1,7,12
C,28,9,TOT,17,195,13,36,0.361,1,2,0.5,8,12,0.667,10,16,10,13,32,35
C,28,9,DET,14,152,12,30,0.4,1,2,0.5,7,10,0.7,7,13,9,8,25,32
C,28,9,BRK,3,43,1,6,0.167,0,0,NA,1,2,0.5,3,3,1,5,7,3
